event_id_a,event_id_b,source_a,source_b,date_similarity,location_similarity,description_similarity,same_event,decision,event_typology,review_notes
NEI-2021-MN-002,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,76.63_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 76.6 km and 2 days. Roads: 'Imphal-Tamenglong Road' vs 'Pfutsero-Lanye'.
NEI-2021-MN-002,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,585.05_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 585.0 km and 2 days. Roads: 'Imphal-Tamenglong Road' vs ''.
NEI-2021-MN-002,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,572.84_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 572.8 km and 2 days. Roads: 'Imphal-Tamenglong Road' vs 'NH 10'.
NEI-2021-MN-003,NEI-2021-MN-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),4_DAYS_DIFF,36.23_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 36.2 km and 4 days. Roads: 'Heng ep to Churachandpur road' vs 'NH 37'.
NEI-2021-MN-003,NEI-2021-MN-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),32_DAYS_DIFF,35.68_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 35.7 km and 32 days. Roads: 'Heng ep to Churachandpur road' vs ''.
NEI-2021-MN-003,NEI-2021-MN-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),32_DAYS_DIFF,34.34_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 34.3 km and 32 days. Roads: 'Heng ep to Churachandpur road' vs 'Imphal-Jiribam Road (NH-37)'.
NEI-2021-MN-004,NEI-2021-MN-005,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),53_DAYS_DIFF,38.78_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 38.8 km and 53 days. Roads: 'NH 37' vs 'Imphal-Tamenglong Road'.
NEI-2021-MN-004,NEI-2021-MN-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),70_DAYS_DIFF,38.78_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 38.8 km and 70 days. Roads: 'NH 37' vs 'Imphal-Tamenglong Road'.
NEI-2021-MN-004,NEI-2021-MN-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),28_DAYS_DIFF,12.24_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 12.2 km and 28 days. Roads: 'NH 37' vs ''.
NEI-2021-MN-004,NEI-2021-MN-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),28_DAYS_DIFF,23.99_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 24.0 km and 28 days. Roads: 'NH 37' vs 'Imphal-Jiribam Road (NH-37)'.
NEI-2021-MN-004,NEI-2021-NL-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,167.23_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 167.2 km and 1 days. Roads: 'NH 37' vs ''.
NEI-2021-MN-005,NEI-2021-MN-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),17_DAYS_DIFF,0.00_KM,HIGH,FALSE,DIFFERENT_EVENT,TEMPORAL_REACTIVATION,TEMPORAL_REACTIVATION: Exact same slope location reactivated 17 days later (documented as separate occurrences in NESAC catalog). Roads: 'Imphal-Tamenglong Road' vs 'Imphal-Tamenglong Road'.
NEI-2021-MN-005,NEI-2021-MN-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),25_DAYS_DIFF,44.76_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 44.8 km and 25 days. Roads: 'Imphal-Tamenglong Road' vs ''.
NEI-2021-MN-006,NEI-2021-MN-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),42_DAYS_DIFF,44.76_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 44.8 km and 42 days. Roads: 'Imphal-Tamenglong Road' vs ''.
NEI-2021-MN-006,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,560.86_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 560.9 km and 2 days. Roads: 'Imphal-Tamenglong Road' vs ''.
NEI-2021-MN-007,NEI-2021-MN-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),75_DAYS_DIFF,42.86_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 42.9 km and 75 days. Roads: 'AH-I Moreh Road' vs ''.
NEI-2021-MN-008,NEI-2021-MN-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,12.26_KM,MODERATE,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,"MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (12.3 km apart; Loc A: '8km towards Thingou, 15 km north from Nungba PS' vs Loc B: 'Sibilong Temple'). Roads: '' vs 'Imphal-Jiribam Road (NH-37)'."
NEI-2021-MN-008,NEI-2021-MZ-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,232.69_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 232.7 km and 0 days. Roads: '' vs 'NH 54'.
NEI-2021-MN-008,NEI-2021-NL-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,190.81_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 190.8 km and 1 days. Roads: '' vs 'PWD Road connecting Tobu to ITC Pangsha'.
NEI-2021-MN-009,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,629.06_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 629.1 km and 2 days. Roads: '' vs ''.
NEI-2021-MN-010,NEI-2021-MZ-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,224.43_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 224.4 km and 0 days. Roads: 'Imphal-Jiribam Road (NH-37)' vs 'NH 54'.
NEI-2021-MN-010,NEI-2021-NL-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,202.47_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 202.5 km and 1 days. Roads: 'Imphal-Jiribam Road (NH-37)' vs 'PWD Road connecting Tobu to ITC Pangsha'.
NEI-2021-MN-011,NEI-2021-MZ-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,113.01_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 113.0 km and 0 days. Roads: '' vs ''.
NEI-2021-ML-002,NEI-2021-ML-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,70.25_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 70.3 km and 0 days. Roads: 'NH 51' vs ''.
NEI-2021-ML-003,NEI-2021-NL-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,215.50_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 215.5 km and 2 days. Roads: 'NH 06' vs 'Pfutsero-Khomi-Phek'.
NEI-2021-ML-003,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,217.06_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 217.1 km and 2 days. Roads: 'NH 06' vs 'Pfutsero-Lanye'.
NEI-2021-ML-003,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,462.44_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 462.4 km and 2 days. Roads: 'NH 06' vs ''.
NEI-2021-ML-003,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,442.88_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 442.9 km and 2 days. Roads: 'NH 06' vs 'NH 10'.
NEI-2021-MZ-001,NEI-2021-SK-001,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,706.71_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 706.7 km and 2 days. Roads: '' vs 'Pakyong to Assam Lingsey Road'.
NEI-2021-MZ-001,NEI-2021-SK-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,727.94_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 727.9 km and 2 days. Roads: '' vs 'Soreng Sombaria Road'.
NEI-2021-MZ-001,NEI-2021-SK-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,723.05_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 723.0 km and 1 days. Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-MZ-001,NEI-2021-TR-001,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,180.75_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 180.8 km and 0 days. Roads: '' vs ''.
NEI-2021-MZ-001,NEI-2021-TR-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,178.36_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 178.4 km and 0 days. Roads: '' vs ''.
NEI-2021-MZ-002,NEI-2021-NL-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,410.98_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 411.0 km and 1 days. Roads: 'NH 54' vs 'PWD Road connecting Tobu to ITC Pangsha'.
NEI-2021-MZ-003,NEI-2021-MZ-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),120_DAYS_DIFF,13.31_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 13.3 km and 120 days. Roads: '' vs ''.
NEI-2021-MZ-003,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,576.39_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 576.4 km and 2 days. Roads: '' vs ''.
NEI-2021-NL-001,NEI-2021-NL-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),15_DAYS_DIFF,2.32_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 2.3 km and 15 days. Roads: '' vs ''.
NEI-2021-NL-001,NEI-2021-NL-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),97_DAYS_DIFF,13.86_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 13.9 km and 97 days. Roads: '' vs ''.
NEI-2021-NL-002,NEI-2021-NL-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),82_DAYS_DIFF,13.51_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 13.5 km and 82 days. Roads: '' vs ''.
NEI-2021-NL-003,NEI-2021-NL-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,0.37_KM,HIGH,FALSE,DIFFERENT_EVENT,URBAN_WARD_CLUSTER,URBAN_WARD_CLUSTER: Simultaneous failure across adjacent municipal colonies/wards in Wokha (374 m separation). Roads: '' vs ''.
NEI-2021-NL-003,NEI-2021-NL-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,0.79_KM,HIGH,FALSE,DIFFERENT_EVENT,URBAN_WARD_CLUSTER,URBAN_WARD_CLUSTER: Simultaneous failure across adjacent municipal colonies/wards in Wokha (789 m separation). Roads: '' vs ''.
NEI-2021-NL-003,NEI-2021-NL-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,13.27_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 13.3 km and 1 days. Roads: '' vs ''.
NEI-2021-NL-003,NEI-2021-NL-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),88_DAYS_DIFF,48.01_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 48.0 km and 88 days. Roads: '' vs ''.
NEI-2021-NL-003,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),6_DAYS_DIFF,43.68_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 43.7 km and 6 days. Roads: '' vs 'Pfutsero-Lanye'.
NEI-2021-NL-003,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,576.73_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 576.7 km and 2 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-NL-004,NEI-2021-NL-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),28_DAYS_DIFF,33.04_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 33.0 km and 28 days. Roads: 'PWD Road connecting Tobu to ITC Pangsha' vs ''.
NEI-2021-NL-004,NEI-2021-NL-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),6_DAYS_DIFF,49.97_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 50.0 km and 6 days. Roads: 'PWD Road connecting Tobu to ITC Pangsha' vs ''.
NEI-2021-NL-004,NEI-2021-NL-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),111_DAYS_DIFF,37.08_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 37.1 km and 111 days. Roads: 'PWD Road connecting Tobu to ITC Pangsha' vs ''.
NEI-2021-NL-004,NEI-2021-NL-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),51_DAYS_DIFF,26.89_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 26.9 km and 51 days. Roads: 'PWD Road connecting Tobu to ITC Pangsha' vs ''.
NEI-2021-NL-005,NEI-2021-NL-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),36_DAYS_DIFF,44.06_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 44.1 km and 36 days. Roads: '' vs ''.
NEI-2021-NL-005,NEI-2021-NL-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,25.59_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 25.6 km and 2 days. Roads: '' vs ''.
NEI-2021-NL-005,NEI-2021-NL-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),19_DAYS_DIFF,2.95_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 3.0 km and 19 days. Roads: '' vs 'Pfutsero-Khomi-Phek'.
NEI-2021-NL-005,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),19_DAYS_DIFF,8.14_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 8.1 km and 19 days. Roads: '' vs 'Pfutsero-Lanye'.
NEI-2021-NL-006,NEI-2021-NL-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,0.92_KM,HIGH,FALSE,DIFFERENT_EVENT,URBAN_WARD_CLUSTER,URBAN_WARD_CLUSTER: Simultaneous failure across adjacent municipal colonies/wards in Wokha (922 m separation). Roads: '' vs ''.
NEI-2021-NL-006,NEI-2021-NL-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,12.90_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 12.9 km and 1 days. Roads: '' vs ''.
NEI-2021-NL-006,NEI-2021-NL-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),88_DAYS_DIFF,48.28_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 48.3 km and 88 days. Roads: '' vs ''.
NEI-2021-NL-006,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),6_DAYS_DIFF,44.04_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 44.0 km and 6 days. Roads: '' vs 'Pfutsero-Lanye'.
NEI-2021-NL-006,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,576.61_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 576.6 km and 2 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-NL-007,NEI-2021-NL-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,13.28_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 13.3 km and 1 days. Roads: '' vs ''.
NEI-2021-NL-007,NEI-2021-NL-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),88_DAYS_DIFF,47.37_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 47.4 km and 88 days. Roads: '' vs ''.
NEI-2021-NL-007,NEI-2021-NL-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),6_DAYS_DIFF,43.77_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 43.8 km and 6 days. Roads: '' vs 'Pfutsero-Lanye'.
