control_id,reference_event_id,state,district,latitude,longitude,control_start,control_end,rainfall_1h_mm,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,rainfall_source,coverage,quality,source,notes
CTRL-2021-SI-056,NEI-2021-SK-001,Sikkim,East Sikkim,27.250224,88.614992,2021-02-05,2021-02-12,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Samsing Shanti turn) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-057,NEI-2021-SK-002,Sikkim,West Sikkim,27.1624,88.152087,2021-11-15,2021-11-22,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Muneew Taraybhir stretch) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-058,NEI-2021-SK-003,Sikkim,South Sikkim,27.090965,88.45744,2021-01-10,2021-01-17,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Melli Secondary School) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-059,NEI-2021-SK-004,Sikkim,South Sikkim,27.090724,88.456816,2021-02-05,2021-02-12,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Melli Bazaar) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-060,NEI-2021-SK-005,Sikkim,Kalimpong,27.142902,88.531935,2021-11-15,2021-11-22,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Mamkhola) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-061,NEI-2021-SK-006,Sikkim,Kalimpong,27.10871,88.466754,2021-01-10,2021-01-17,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Melli near) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-062,NEI-2021-SK-007,Sikkim,East Sikkim,27.32459,88.609439,2021-02-05,2021-02-12,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Pani House) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-063,NEI-2021-SK-008,Sikkim,Kalimpong,27.09117,88.464695,2021-11-15,2021-11-22,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Bhalu Kho a) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-064,NEI-2021-SK-009,Sikkim,East Sikkim,27.376583,88.728341,2021-01-10,2021-01-17,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Kyonsola waterfall to Tsongmo on way) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-065,NEI-2021-SK-010,Sikkim,East Sikkim,27.255462,88.597286,2021-02-05,2021-02-12,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Basilakha) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-066,NEI-2021-SK-011,Sikkim,East Sikkim,27.366542,88.487805,2021-11-15,2021-11-22,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Seley ward under Tumin Lingee Constituency) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-067,NEI-2021-SK-012,Sikkim,South Sikkim,27.111336,88.325929,2021-01-10,2021-01-17,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Between Melli and Jorethang) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-068,NEI-2021-SK-013,Sikkim,Kalimpong,26.939387,88.441413,2021-02-05,2021-02-12,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Seti jhora Kalimpong near) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-069,NEI-2021-SK-014,Sikkim,West Sikkim,27.146369,88.280411,2021-11-15,2021-11-22,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Sisney Petrol Pump) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-070,NEI-2021-SK-015,Sikkim,West Sikkim,27.221268,88.307456,2021-01-10,2021-01-17,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Reshi Bazaar) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-071,NEI-2021-SK-016,Sikkim,East Sikkim,27.326815,88.61023,2021-02-05,2021-02-12,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Seesa Golai) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-072,NEI-2021-SK-017,Sikkim,East Sikkim,27.343272,88.608275,2021-11-15,2021-11-22,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site () with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-SI-073,NEI-2021-SK-018,Sikkim,West Sikkim,27.276428,88.158235,2021-01-10,2021-01-17,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Upper Bongten and Changay) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-TR-074,NEI-2021-TR-001,Tripura,South Tripura,23.2463,91.480725,2021-02-05,2021-02-12,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Sarsima of Belonia in South Tripura area) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
CTRL-2021-TR-075,NEI-2021-TR-002,Tripura,South Tripura,23.228158,91.494288,2021-11-15,2021-11-22,0.0,0.0,0.0,0.0,CWC / IMD dry-season baseline monitoring,100.0%,CANDIDATE_CONTROL,LANDSLIDENEI candidate control selection logic,CANDIDATE_CONTROL ONLY: Non-monsoon observation period at historical event site (Jharjhari Village) with no documented landslide in NESAC inventory. CRITICAL: NOT confirmed non-landslide. Must NOT be used as binary 0 negative training labels without independent satellite/field confirmation.
